time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,att_phi,att_theta,att_psi,rate_p,rate_q,rate_r,distance,cmd_thrust,cmd_roll,cmd_pitch,cmd_yaw
115.230179,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.031250,0.041992,0.064453,-0.000488,0.001953,-0.001465,0.000000,0,-4500,-4500,0
115.239944,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.031250,0.041992,0.064453,-0.004150,-0.001221,-0.000977,0.000000,0,-4500,-4500,0
115.249710,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.031250,0.041992,0.064453,-0.001465,0.000977,-0.000488,0.000000,0,-4500,-4500,0
115.259476,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.031250,0.041992,0.064453,-0.005371,0.002686,0.000488,0.000000,0,-4500,-4500,0
115.269241,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.031250,0.041992,0.064453,-0.000488,0.005127,-0.000488,0.000000,0,-4500,-4500,0
115.279015,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.031250,0.041992,0.064453,-0.003662,0.001465,0.000000,0.000000,0,-4500,-4500,0
115.290733,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.031250,0.041992,0.064453,0.005859,0.000977,0.001709,0.000000,0,-4500,-4500,0
115.300499,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.031357,0.042168,0.064720,0.003174,0.000977,0.001221,0.000000,0,-4500,-4500,0
115.310257,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.031250,0.041992,0.064453,0.003662,0.001465,0.003662,0.000000,0,-4500,-4500,0
115.320030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.031250,0.041992,0.064453,0.005859,-0.001221,0.001221,0.000000,0,-4500,-4500,0
115.329788,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.031250,0.041992,0.064453,0.005859,-0.001709,0.003662,0.000000,0,-4500,-4500,0
115.339554,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.031250,0.041992,0.064453,0.003662,-0.001221,0.000000,0.000000,0,-4500,-4500,0
115.349319,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.031250,0.041992,0.064697,0.004883,-0.004395,0.003662,0.000000,0,-4500,-4500,0
115.359085,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.031250,0.041992,0.064697,0.002197,0.001465,0.000488,0.000000,0,-4500,-4500,0
115.368851,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.031250,0.041992,0.064697,0.005859,0.000488,0.001221,0.000000,0,-4500,-4500,0
115.378616,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.031250,0.041992,0.064697,0.003174,0.001953,-0.000488,0.000000,0,-4500,-4500,0
115.388382,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.031250,0.041992,0.064697,0.005371,0.001953,0.001221,0.000000,0,-4500,-4500,0
115.398148,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.031250,0.041992,0.064697,0.000488,-0.003174,0.001709,0.000000,0,-4500,-4500,0
115.407913,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.031250,0.041992,0.064697,0.007568,0.001953,0.001221,0.000000,0,-4500,-4500,0
115.417686,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.031250,0.041992,0.064697,0.004150,0.000488,0.000488,0.000000,0,-4500,-4500,0
115.427444,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.031250,0.041992,0.064697,0.004883,-0.000732,0.003174,0.000000,0,-4500,-4500,0
115.437210,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.031250,0.041992,0.064697,-0.003174,0.000488,0.002197,0.000000,0,-4500,-4500,0
