time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,att_phi,att_theta,att_psi,rate_p,rate_q,rate_r,distance,FPS_images,cmd_thrust,cmd_roll,cmd_pitch,cmd_yaw
672.835205,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.008772,0.020752,0.042480,2.515625,-0.002686,0.001953,-0.000244,28.529510,51.200001,0,-156,-428,0
672.844971,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.008860,0.020752,0.042480,2.515625,-0.002686,0.001465,0.000244,28.529510,51.200001,0,-156,-427,0
672.854736,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.009325,0.020752,0.042480,2.515625,-0.000488,0.003174,-0.000244,28.529510,51.200001,0,-157,-429,0
672.864502,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.008650,0.020752,0.042480,2.515625,0.002686,0.003174,-0.000244,28.529510,51.200001,0,-160,-429,0
672.874268,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.009092,0.020752,0.042480,2.515625,0.000977,0.002686,-0.000244,28.529510,51.200001,0,-158,-429,0
672.884033,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.009024,0.020752,0.042480,2.515625,0.005127,0.000977,0.002441,28.529510,51.200001,0,-162,-427,0
672.893799,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.009949,0.020991,0.042594,2.515539,0.004639,0.005371,0.000244,28.529510,51.200001,0,-161,-432,0
672.903564,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.009544,0.020752,0.042480,2.515625,0.003174,0.003662,-0.001221,28.529510,51.200001,0,-160,-431,0
672.913330,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.010466,0.020752,0.042480,2.515625,0.005127,0.001953,0.000244,28.529510,51.200001,0,-162,-430,0
672.923096,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.010794,0.020752,0.042480,2.515625,0.001953,0.001953,0.000732,28.529510,51.200001,0,-160,-430,0
672.932861,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.010042,0.020752,0.042725,2.515625,0.000488,0.004639,-0.000732,28.529510,51.200001,0,-159,-433,0
672.942627,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.010324,0.020752,0.042725,2.515625,0.000000,0.005371,-0.000244,28.529510,51.200001,0,-159,-434,0
672.952393,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.010777,0.020752,0.042725,2.515625,-0.004395,0.003662,-0.001953,28.529510,51.200001,0,-155,-432,0
672.962158,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.011120,0.020752,0.042725,2.515625,-0.005371,0.004639,-0.000244,28.529510,51.200001,0,-154,-433,0
672.971924,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.010174,0.021050,0.042807,2.515498,0.003174,0.003662,-0.001221,28.529510,51.200001,0,-157,-431,0
672.981689,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.010109,0.020996,0.042725,2.515625,-0.001709,0.000977,0.000732,28.529510,51.200001,0,-158,-430,0
672.991455,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.011053,0.020996,0.042725,2.515625,0.003174,0.003662,-0.001953,28.529510,51.200001,0,-161,-432,0
673.001221,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.009977,0.020996,0.042725,2.515625,0.000977,0.004150,0.001953,28.529510,51.200001,0,-159,-433,0
673.010986,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.009890,0.020996,0.042725,2.515625,0.001953,0.001953,0.002930,28.529510,51.200001,0,-160,-431,0
673.020752,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.010029,0.020996,0.042725,2.515625,0.006348,0.001465,0.000244,28.529510,51.200001,0,-163,-431,0
673.030518,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.009298,0.020996,0.042725,2.515381,0.003662,-0.000488,0.000244,28.529510,51.200001,0,-161,-430,0
673.040283,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.009441,0.020996,0.042725,2.515381,0.004150,0.001465,0.000732,28.529510,51.200001,0,-162,-431,0
673.050049,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.009315,0.020996,0.042725,2.515381,0.002686,0.003662,-0.001953,28.529510,51.200001,0,-161,-434,0
673.059814,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.009197,0.020996,0.042725,2.515381,0.001465,0.002686,-0.002930,28.529510,51.200001,0,-160,-433,0
673.069580,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.010948,0.020996,0.042969,2.515381,0.000488,0.000977,-0.002441,28.529510,51.200001,0,-159,-432,0
673.079346,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.010979,0.020996,0.042969,2.515381,-0.001709,0.003662,-0.001221,28.529510,51.200001,0,-158,-435,0
673.089111,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.011065,0.020996,0.042969,2.515381,-0.005371,-0.002197,-0.001221,28.529510,51.200001,0,-155,-429,0
673.098877,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.009527,0.020996,0.042969,2.515381,-0.002686,0.001953,-0.002930,28.529510,51.200001,0,-157,-433,0
673.108643,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.009892,0.020996,0.042969,2.515381,-0.004883,0.004639,-0.003418,28.529510,51.200001,0,-155,-436,0
673.118408,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.010122,0.020996,0.042969,2.515381,-0.000488,0.003174,-0.001221,28.529510,51.200001,0,-158,-435,0
673.128174,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.010397,0.021089,0.043079,2.515411,-0.001709,0.000977,-0.001221,28.529510,51.200001,0,-157,-433,0
673.137939,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.009222,0.020996,0.042969,2.515381,0.004150,0.001953,0.001221,28.529510,51.200001,0,-161,-434,0
673.147705,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.007042,0.020996,0.042969,2.515381,0.005127,0.004150,-0.001953,28.529510,51.200001,0,-162,-436,0
673.157471,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.006983,0.020996,0.042969,2.515381,0.006836,0.002686,0.001953,28.529510,51.200001,0,-164,-434,0
673.167236,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.006563,0.020996,0.042969,2.515381,0.003662,0.001465,-0.002441,28.529510,51.200001,0,-161,-433,0
673.177002,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.006927,0.020996,0.042969,2.515381,0.003662,0.003174,-0.003418,28.529510,51.200001,0,-162,-435,0
673.186768,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.006693,0.020996,0.043213,2.515381,0.000977,0.001465,0.000732,28.529510,51.200001,0,-160,-434,0
673.196533,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.006765,0.021109,0.043215,2.515368,-0.001221,-0.000488,-0.001953,28.529510,51.200001,0,-159,-432,0
673.206299,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.006353,0.020996,0.043213,2.515381,0.000488,0.003662,-0.002441,28.529510,51.200001,0,-160,-437,0
673.216064,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.006716,0.020996,0.043213,2.515381,-0.003174,0.003174,0.000244,28.529510,51.200001,0,-157,-438,0
673.225830,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.006523,0.020996,0.043213,2.515381,-0.005371,0.001953,-0.001221,28.529510,51.200001,0,-156,-436,0
673.235596,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.006166,0.020996,0.043213,2.515381,-0.002197,0.000977,-0.001221,28.529510,51.200001,0,-158,-434,0
673.245361,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.006371,0.020996,0.043213,2.515381,0.000000,0.000000,-0.000732,28.529510,51.200001,0,-159,-433,0
673.255127,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.006556,0.020996,0.043213,2.515381,0.000977,0.000488,-0.000244,28.529510,51.200001,0,-160,-433,0
673.264893,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.006968,0.020996,0.043213,2.515381,0.006348,-0.001221,-0.001953,28.529510,51.200001,0,-163,-432,0
673.274658,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.006788,0.020996,0.043213,2.515137,0.000977,0.001465,0.002441,28.529510,51.200001,0,-161,-435,0
673.284424,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.007025,0.020996,0.043213,2.515137,0.004639,0.000000,0.003418,28.529510,51.200001,0,-163,-434,0
673.294189,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.007248,0.020996,0.043213,2.515137,0.004639,0.000000,0.001221,28.529510,51.200001,0,-162,-435,0
673.303955,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.004652,0.020996,0.043213,2.515137,0.003662,0.001953,-0.000244,28.529510,51.200001,0,-161,-437,0
673.313721,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.004906,0.020996,0.043213,2.515137,0.003174,0.002686,-0.000244,28.529510,51.200001,0,-161,-438,0
673.323486,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.005005,0.020996,0.043213,2.515137,0.000000,0.003174,0.000244,28.529510,51.200001,0,-159,-438,0
673.333252,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.005228,0.020996,0.043213,2.515137,0.001465,0.000977,-0.000732,28.529510,51.200001,0,-161,-436,0
673.343018,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.004875,0.020996,0.043457,2.515137,-0.002197,0.002686,-0.000244,28.529510,51.200001,0,-158,-439,0
673.352783,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.004747,0.020996,0.043457,2.515137,-0.003906,0.000000,-0.003418,28.529510,51.200001,0,-157,-436,0
673.362549,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.004677,0.020996,0.043457,2.515137,-0.001709,0.000977,-0.000244,28.529510,51.200001,0,-158,-436,0
673.372314,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.004547,0.020996,0.043457,2.515137,-0.004883,0.003662,0.000244,28.529510,51.200001,0,-156,-438,0
673.382080,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.004416,0.020996,0.043457,2.515137,-0.002197,0.003174,0.000244,28.529510,51.200001,0,-158,-439,0
673.391846,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.004471,0.020996,0.043457,2.515137,0.000000,-0.000488,0.001953,28.529510,51.200001,0,-160,-435,0
673.401611,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.004339,0.020996,0.043457,2.515137,0.004150,0.001465,-0.001953,28.529510,51.200001,0,-163,-437,0
673.411377,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.004587,0.020996,0.043457,2.515137,0.003662,0.004150,-0.001221,28.529510,51.200001,0,-163,-439,0
673.421143,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.004408,0.020996,0.043457,2.515137,0.004150,0.003174,0.001221,28.529510,51.200001,0,-163,-439,0
673.430908,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.004721,0.020996,0.043457,2.515137,0.004639,0.000977,0.000732,28.529510,51.200001,0,-163,-436,0
673.440674,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.004814,0.020996,0.043457,2.515137,0.005859,0.001953,0.001709,28.529510,51.200001,0,-164,-439,0
673.450439,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.004999,0.020996,0.043457,2.515137,0.002686,0.003662,-0.003174,28.529510,51.200001,0,-161,-440,0
673.460205,-2.738281,-1.437500,-0.085938,0.000000,0.000000,-0.003180,0.020996,0.043457,2.515137,0.000488,0.002686,-0.002686,28.529510,51.200001,0,-160,-439,0
673.469971,-2.738281,-1.437500,-0.085938,0.000000,0.000000,-0.003498,0.020996,0.043457,2.515137,-0.001709,0.000000,0.000488,28.529510,51.200001,0,-159,-437,0
673.479736,-2.738281,-1.437500,-0.085938,0.000000,0.000000,-0.004276,0.020996,0.043457,2.515137,-0.000488,0.004150,-0.004150,28.529510,48.761906,0,-160,-441,0
673.489502,-2.738281,-1.437500,-0.085938,0.000000,0.000000,-0.004442,0.020996,0.043457,2.515137,-0.003906,0.004639,-0.001465,28.529510,48.761906,0,-158,-442,0
673.499268,-2.738281,-1.437500,-0.085938,0.000000,0.000000,-0.004957,0.020996,0.043457,2.515137,-0.003174,0.000977,-0.000977,28.529510,53.894737,0,-158,-438,0
673.509033,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.005220,0.020996,0.043457,2.515137,-0.001221,0.004150,0.002197,28.529510,53.894737,0,-159,-441,0
673.518799,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.005756,0.020996,0.043457,2.515137,-0.002197,0.000977,-0.000977,28.529510,51.200001,0,-158,-438,0
673.528564,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.005606,0.020996,0.043457,2.515137,0.000977,0.001465,-0.000488,28.529510,51.200001,0,-160,-439,0
673.538330,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.008350,0.020996,0.043701,2.515137,0.002686,0.003174,-0.001465,28.529510,51.200001,0,-162,-441,0
673.548096,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.008575,0.020996,0.043701,2.515137,0.004150,0.000977,-0.000977,28.529510,51.200001,0,-163,-438,0
673.557861,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.008657,0.020996,0.043701,2.515137,0.004150,0.005371,0.000000,28.529510,51.200001,0,-163,-442,0
673.567627,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.008585,0.020996,0.043701,2.515137,0.006836,0.005371,0.000488,28.529510,51.200001,0,-165,-443,0
673.577393,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.007843,0.020996,0.043701,2.515137,0.003662,0.003662,0.000977,28.529510,51.200001,0,-162,-442,0
673.587158,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.007944,0.020996,0.043701,2.515137,0.002686,0.002686,-0.000488,28.529510,51.200001,0,-162,-441,0
673.596924,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.008291,0.020996,0.043701,2.515137,-0.000488,0.003174,-0.000488,28.529510,51.200001,0,-160,-442,0
673.606689,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.007856,0.020996,0.043701,2.515137,0.000488,0.001953,0.001709,28.529510,51.200001,0,-162,-441,0
673.616455,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.008734,0.020996,0.043701,2.515137,-0.003174,0.000977,0.000977,28.529510,51.200001,0,-159,-439,0
673.626221,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.008917,0.020996,0.043701,2.515137,-0.003174,0.000977,-0.002197,28.529510,51.200001,0,-158,-439,0
673.635986,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.008488,0.020996,0.043701,2.515137,-0.001221,0.001953,-0.000977,28.529510,51.200001,0,-159,-440,0
673.645752,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.008369,0.020996,0.043701,2.514893,-0.003174,0.003662,-0.000977,28.529510,51.200001,0,-158,-443,0
673.655518,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.008755,0.020996,0.043701,2.514893,0.000000,0.004150,0.000977,28.529510,51.200001,0,-159,-444,0
673.665283,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.009048,0.020996,0.043701,2.514893,0.001465,0.003174,-0.000977,28.529510,51.200001,0,-161,-443,0
673.675049,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.008633,0.021262,0.043912,2.515048,0.005127,0.006348,-0.003174,28.529510,51.200001,0,-164,-447,0
673.684814,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.008385,0.020996,0.043701,2.514893,0.005859,0.004150,0.000000,28.529510,51.200001,0,-164,-444,0
673.694580,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.007490,0.020996,0.043701,2.514893,0.005127,-0.000488,0.001709,28.529510,51.200001,0,-164,-440,0
673.704346,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.007320,0.020996,0.043701,2.514893,0.003174,0.001465,-0.000488,28.529510,51.200001,0,-162,-441,0
673.714111,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.007599,0.020996,0.043945,2.514893,0.002686,0.002686,0.002197,28.529510,51.200001,0,-162,-442,0
673.723877,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.007761,0.020996,0.043945,2.514893,-0.001221,0.004150,-0.000977,28.529510,51.200001,0,-159,-444,0
673.733643,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.007944,0.020996,0.043945,2.514893,0.000488,0.000000,-0.000488,28.529510,51.200001,0,-161,-440,0
673.743408,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.007795,0.020996,0.043945,2.514893,-0.003174,0.000977,-0.004150,28.529510,51.200001,0,-159,-441,0
673.753174,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.007977,0.020996,0.043945,2.514893,-0.002686,-0.001221,-0.002686,28.529510,51.200001,0,-159,-439,0
673.762939,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.008488,0.020996,0.043945,2.514893,-0.001221,0.001953,-0.002197,28.529510,51.200001,0,-160,-443,0
673.772705,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.006264,0.020996,0.043945,2.514893,-0.003174,0.001953,-0.000488,28.529510,51.200001,0,-158,-443,0
673.782471,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.006870,0.021240,0.043945,2.514893,-0.002686,0.002686,-0.002197,28.529510,51.200001,0,-159,-444,0
673.792297,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.007317,0.021240,0.043945,2.514893,0.000488,0.000977,-0.000488,28.529510,51.200001,0,-161,-443,0
673.802002,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.007555,0.021240,0.043945,2.514893,0.001465,0.003174,0.000000,28.529510,51.200001,0,-162,-445,0
673.811768,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.007521,0.021240,0.043945,2.514893,0.005127,0.002686,0.003174,28.529510,51.200001,0,-164,-445,0
673.821533,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.007547,0.021240,0.043945,2.514893,0.005859,0.000977,0.003174,28.529510,51.200001,0,-165,-443,0
673.831299,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.007710,0.021240,0.043945,2.514893,0.004639,0.003662,0.000000,28.529510,51.200001,0,-164,-445,0
673.841064,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.007666,0.021240,0.043945,2.514893,0.004150,0.005859,0.000977,28.529510,51.200001,0,-163,-448,0
673.850830,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.009487,0.021240,0.043945,2.514893,0.003662,0.004150,-0.001465,28.529510,51.200001,0,-163,-446,0
673.860596,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.009529,0.021240,0.044189,2.514893,0.001953,0.004150,0.000488,28.529510,51.200001,0,-162,-447,0
673.870361,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.008930,0.021240,0.044189,2.514648,-0.002197,0.000000,-0.000488,28.529510,51.200001,0,-159,-443,0
673.880127,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.009331,0.021240,0.044189,2.514648,-0.000488,0.001953,-0.001465,28.529510,51.200001,0,-161,-444,0
673.889893,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.009666,0.021240,0.044189,2.514648,-0.004395,0.000977,-0.000488,28.529510,51.200001,0,-158,-443,0
673.899658,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.009893,0.021240,0.044189,2.514648,-0.006348,0.006348,-0.000977,28.529510,51.200001,0,-156,-448,0
673.909424,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.009377,0.021240,0.044189,2.514648,-0.001221,0.000488,0.000488,28.529510,51.200001,0,-159,-444,0
673.919189,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.009874,0.021240,0.044189,2.514648,-0.002686,0.001465,-0.000488,28.529510,51.200001,0,-158,-444,0
673.928955,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.010963,0.021355,0.044203,2.514763,-0.000488,0.004639,0.000000,28.529510,51.200001,0,-160,-447,0
673.938721,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.010050,0.021240,0.044189,2.514648,0.003174,0.001953,0.002197,28.529510,51.200001,0,-163,-446,0
673.948486,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.010267,0.021240,0.044189,2.514648,0.003662,0.002686,-0.000977,28.529510,51.200001,0,-163,-447,0
673.958252,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.010628,0.021240,0.044189,2.514648,0.005859,0.000000,-0.000977,28.529510,51.200001,0,-165,-444,0
673.968018,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.010910,0.021240,0.044189,2.514648,0.006836,0.002686,0.003662,28.529510,51.200001,0,-167,-446,0
673.977783,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.010794,0.021240,0.044189,2.514648,0.005859,0.001465,0.000000,28.529510,51.200001,0,-166,-445,0
673.987549,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.010664,0.021240,0.044189,2.514648,0.003662,0.001465,0.000000,28.529510,51.200001,0,-165,-446,0
673.997314,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.010916,0.021240,0.044189,2.514648,-0.000488,0.002686,-0.004150,28.529510,51.200001,0,-161,-447,0
674.007080,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.009809,0.021240,0.044189,2.514648,0.000488,-0.000488,0.000000,28.529510,51.200001,0,-162,-444,0
674.016846,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.009987,0.021240,0.044434,2.514648,-0.001221,0.000488,-0.000977,28.529510,51.200001,0,-160,-446,0
674.026611,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.010242,0.021240,0.044434,2.514648,-0.004395,0.002686,-0.002686,28.529510,51.200001,0,-158,-448,0
674.036377,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.010136,0.021240,0.044434,2.514648,-0.001221,-0.000488,0.000000,28.529510,51.200001,0,-160,-445,0
674.046143,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.009163,0.021240,0.044434,2.514648,-0.004395,0.003174,-0.002686,28.529510,51.200001,0,-158,-448,0
674.055908,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.009443,0.021240,0.044434,2.514648,-0.002197,0.001465,0.000000,28.529510,51.200001,0,-160,-447,0
674.065674,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.009472,0.021240,0.044434,2.514648,0.001465,0.000488,-0.000977,28.529510,51.200001,0,-162,-445,0
674.075439,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.009657,0.021240,0.044434,2.514648,0.001953,0.000488,-0.001465,28.529510,51.200001,0,-163,-445,0
674.085205,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.010351,0.021240,0.044434,2.514648,0.001953,0.005859,-0.000488,28.529510,51.200001,0,-163,-451,0
674.094971,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.010902,0.021240,0.044434,2.514648,0.004639,0.000977,0.000488,28.529510,51.200001,0,-165,-447,0
674.104736,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.011108,0.021451,0.044493,2.514626,0.006348,0.005371,0.003174,28.529510,51.200001,0,-166,-452,0
674.114502,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.010042,0.021240,0.044434,2.514648,0.005859,0.000488,0.000488,28.529510,51.200001,0,-166,-448,0
674.124268,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.010214,0.021240,0.044434,2.514648,0.000488,0.003662,0.000000,28.529510,51.200001,0,-162,-450,0
674.135010,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.010267,0.021240,0.044434,2.514648,0.000000,0.004639,0.000000,28.529510,51.200001,0,-162,-451,0
674.143799,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.009447,0.021240,0.044434,2.514648,0.000488,0.003174,-0.004150,28.529510,51.200001,0,-162,-449,0
674.153564,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.009836,0.021240,0.044434,2.514648,-0.002197,0.003174,-0.003174,28.529510,51.200001,0,-160,-450,0
674.163330,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.010750,0.021240,0.044434,2.514648,-0.003906,0.004150,0.000488,28.529510,51.200001,0,-159,-451,0
674.173096,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.010092,0.021240,0.044434,2.514648,-0.004395,0.000000,0.000000,28.529510,51.200001,0,-159,-447,0
674.182861,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.010359,0.021240,0.044434,2.514648,-0.000488,0.001953,-0.000488,28.529510,51.200001,0,-161,-448,0
674.192627,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.010712,0.021240,0.044434,2.514648,-0.003906,0.003174,0.003662,28.529510,51.200001,0,-159,-450,0
674.202393,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.010775,0.021240,0.044678,2.514648,0.000488,0.003662,0.000000,28.529510,51.200001,0,-162,-451,0
674.212158,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.009996,0.021240,0.044678,2.514648,0.001953,0.003174,-0.000977,28.529510,51.200001,0,-163,-451,0
674.221924,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.010025,0.021240,0.044678,2.514648,0.004150,-0.001221,0.002197,28.529510,51.200001,0,-165,-447,0
674.231689,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.009727,0.021240,0.044678,2.514648,0.006348,0.002686,0.001709,28.529510,51.200001,0,-166,-450,0
674.241455,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.009876,0.021240,0.044678,2.514648,0.006348,0.002686,0.001709,28.529510,51.200001,0,-166,-451,0
674.251221,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.010441,0.021240,0.044678,2.514648,0.007324,-0.000488,0.000488,28.529510,51.200001,0,-168,-447,0
674.260986,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.010784,0.021484,0.044678,2.514648,0.002686,0.003174,-0.000488,28.529510,51.200001,0,-164,-451,0
674.270752,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.011196,0.021484,0.044678,2.514648,0.004150,0.002686,0.000977,28.529510,51.200001,0,-165,-451,0
674.280518,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.010530,0.021484,0.044678,2.514648,0.000000,0.002686,0.000000,28.529510,51.200001,0,-162,-450,0
674.290283,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.010727,0.021484,0.044678,2.514404,-0.003174,-0.000488,0.000488,28.529510,51.200001,0,-160,-448,0
674.300049,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.010618,0.021484,0.044678,2.514404,-0.001709,0.000488,-0.000977,28.529510,51.200001,0,-161,-449,0
674.309814,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.009348,0.021484,0.044678,2.514404,-0.003906,0.002686,-0.002197,28.529510,51.200001,0,-159,-451,0
674.319580,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.007080,0.021484,0.044678,2.514404,-0.002686,0.001953,-0.002686,28.529510,51.200001,0,-160,-451,0
674.329346,-2.738281,-1.437500,-0.089844,0.000000,0.000000,-0.007147,0.021484,0.044678,2.514404,-0.001709,0.000977,0.000488,28.529510,51.200001,0,-161,-450,0
