x_east_m,y_north_m,lat,lon,mnt_m,mns_m,mnh_m
20.0,160.0,48.8118873,7.8519728,142.57,143.61,1.04
30.0,160.0,48.8118873,7.8521092,142.48,142.48,0.0
40.0,160.0,48.8118873,7.8522456,142.56,142.56,0.0
50.0,160.0,48.8118873,7.852382,142.54,143.06,0.52
60.0,160.0,48.8118873,7.8525184,142.52,142.52,0.0
70.0,160.0,48.8118873,7.8526548,142.57,143.51,0.94
80.0,160.0,48.8118873,7.8527913,142.59,142.59,0.0
90.0,160.0,48.8118873,7.8529277,142.48,143.61,1.13
100.0,160.0,48.8118873,7.8530641,142.53,142.53,0.0
110.0,160.0,48.8118873,7.8532005,142.85,142.85,0.0
120.0,160.0,48.8118873,7.8533369,142.53,142.53,0.0
130.0,160.0,48.8118873,7.8534733,142.39,144.91,2.52
140.0,160.0,48.8118873,7.8536097,142.45,142.45,0.0
150.0,160.0,48.8118873,7.8537461,142.3,142.3,0.0
160.0,160.0,48.8118873,7.8538825,142.41,142.41,0.0
170.0,160.0,48.8118873,7.8540189,142.33,142.33,0.0
180.0,160.0,48.8118873,7.8541553,142.5,142.5,0.0
190.0,160.0,48.8118873,7.8542917,142.39,142.39,0.0
200.0,160.0,48.8118873,7.8544281,142.42,142.42,0.0
210.0,160.0,48.8118873,7.8545645,142.44,142.44,0.0
220.0,160.0,48.8118873,7.854701,142.32,142.32,0.0
230.0,160.0,48.8118873,7.8548374,142.32,142.32,0.0
240.0,160.0,48.8118873,7.8549738,142.25,142.25,0.0
250.0,160.0,48.8118873,7.8551102,142.23,142.23,0.0
260.0,160.0,48.8118873,7.8552466,142.33,142.33,0.0
270.0,160.0,48.8118873,7.855383,142.31,142.31,0.0
280.0,160.0,48.8118873,7.8555194,142.19,142.19,0.0
290.0,160.0,48.8118873,7.8556558,142.23,142.23,0.0
300.0,160.0,48.8118873,7.8557922,142.14,142.14,0.0
-300.0,150.0,48.8117975,7.8476078,143.07,144.78,1.71
-290.0,150.0,48.8117975,7.8477442,143.04,154.57,11.53
-280.0,150.0,48.8117975,7.8478806,143.01,145.85,2.84
-270.0,150.0,48.8117975,7.848017,142.92,142.92,0.0
-260.0,150.0,48.8117975,7.8481534,143.01,151.44,8.43
-250.0,150.0,48.8117975,7.8482898,143.05,156.05,13.0
-240.0,150.0,48.8117975,7.8484262,142.96,154.66,11.7
-230.0,150.0,48.8117975,7.8485626,142.87,149.67,6.8
-220.0,150.0,48.8117975,7.848699,142.78,154.65,11.87
-210.0,150.0,48.8117975,7.8488355,142.78,154.44,11.66
-200.0,150.0,48.8117975,7.8489719,142.82,155.06,12.25
-190.0,150.0,48.8117975,7.8491083,142.87,154.69,11.81
-180.0,150.0,48.8117975,7.8492447,143.0,152.61,9.61
-170.0,150.0,48.8117975,7.8493811,143.01,143.01,0.0
-160.0,150.0,48.8117975,7.8495175,142.91,152.66,9.76
-150.0,150.0,48.8117975,7.8496539,142.91,142.91,0.0
-140.0,150.0,48.8117975,7.8497903,142.9,149.17,6.26
-130.0,150.0,48.8117975,7.8499267,142.82,152.17,9.35
-120.0,150.0,48.8117975,7.8500631,142.64,155.16,12.52
-110.0,150.0,48.8117975,7.8501995,142.62,154.83,12.22
-100.0,150.0,48.8117975,7.8503359,142.74,154.88,12.14
-90.0,150.0,48.8117975,7.8504723,142.93,153.32,10.38
-80.0,150.0,48.8117975,7.8506087,142.43,157.4,14.97
-70.0,150.0,48.8117975,7.8507452,142.38,153.5,11.12
-60.0,150.0,48.8117975,7.8508816,142.31,147.34,5.02
-50.0,150.0,48.8117975,7.851018,142.31,142.31,0.0
-40.0,150.0,48.8117975,7.8511544,142.37,142.37,0.0
-30.0,150.0,48.8117975,7.8512908,142.44,142.44,0.0
-20.0,150.0,48.8117975,7.8514272,142.35,142.35,0.0
-10.0,150.0,48.8117975,7.8515636,142.62,143.61,0.99
0.0,150.0,48.8117975,7.8517,142.62,143.34,0.72
10.0,150.0,48.8117975,7.8518364,142.55,142.55,0.0
20.0,150.0,48.8117975,7.8519728,142.49,142.49,0.0
30.0,150.0,48.8117975,7.8521092,142.6,142.83,0.23
40.0,150.0,48.8117975,7.8522456,142.55,142.55,0.0
50.0,150.0,48.8117975,7.852382,142.47,142.47,0.0
60.0,150.0,48.8117975,7.8525184,142.59,142.59,0.0
70.0,150.0,48.8117975,7.8526548,142.49,142.49,0.0
80.0,150.0,48.8117975,7.8527913,142.57,143.0,0.43
90.0,150.0,48.8117975,7.8529277,142.52,142.52,0.0
100.0,150.0,48.8117975,7.8530641,142.6,142.6,0.0
110.0,150.0,48.8117975,7.8532005,142.59,143.64,1.04
120.0,150.0,48.8117975,7.8533369,142.83,142.83,0.0
130.0,150.0,48.8117975,7.8534733,142.54,145.05,2.5
140.0,150.0,48.8117975,7.8536097,142.49,142.49,0.0
150.0,150.0,48.8117975,7.8537461,142.34,142.34,0.0
160.0,150.0,48.8117975,7.8538825,142.55,142.55,0.0
170.0,150.0,48.8117975,7.8540189,142.35,142.35,0.0
180.0,150.0,48.8117975,7.8541553,142.3,142.3,0.0
190.0,150.0,48.8117975,7.8542917,142.34,142.34,0.0
200.0,150.0,48.8117975,7.8544281,142.29,142.29,0.0
210.0,150.0,48.8117975,7.8545645,142.4,142.4,0.0
220.0,150.0,48.8117975,7.854701,142.36,142.36,0.0
230.0,150.0,48.8117975,7.8548374,142.2,142.2,0.0
240.0,150.0,48.8117975,7.8549738,142.23,142.23,0.0
250.0,150.0,48.8117975,7.8551102,142.26,142.26,0.0
260.0,150.0,48.8117975,7.8552466,142.22,142.22,0.0
270.0,150.0,48.8117975,7.855383,142.34,142.34,0.0
280.0,150.0,48.8117975,7.8555194,142.31,142.31,0.0
290.0,150.0,48.8117975,7.8556558,142.25,142.25,0.0
300.0,150.0,48.8117975,7.8557922,142.24,142.24,0.0
-300.0,140.0,48.8117076,7.8476078,142.98,147.21,4.22
-290.0,140.0,48.8117076,7.8477442,143.13,146.38,3.25
-280.0,140.0,48.8117076,7.8478806,143.12,143.12,0.0
-270.0,140.0,48.8117076,7.848017,143.1,143.28,0.17
-260.0,140.0,48.8117076,7.8481534,143.05,152.79,9.74
-250.0,140.0,48.8117076,7.8482898,143.0,151.92,8.92
-240.0,140.0,48.8117076,7.8484262,142.77,153.51,10.74
-230.0,140.0,48.8117076,7.8485626,142.83,152.75,9.92
-220.0,140.0,48.8117076,7.848699,142.73,151.39,8.66
-210.0,140.0,48.8117076,7.8488355,142.8,155.71,12.91
-200.0,140.0,48.8117076,7.8489719,142.83,142.83,0.0
-190.0,140.0,48.8117076,7.8491083,143.03,158.64,15.62
-180.0,140.0,48.8117076,7.8492447,142.86,153.95,11.09
-170.0,140.0,48.8117076,7.8493811,142.87,154.75,11.88
-160.0,140.0,48.8117076,7.8495175,143.11,154.77,11.66
-150.0,140.0,48.8117076,7.8496539,142.85,156.56,13.71
-140.0,140.0,48.8117076,7.8497903,142.78,154.69,11.91
-130.0,140.0,48.8117076,7.8499267,142.71,156.08,13.37
-120.0,140.0,48.8117076,7.8500631,142.79,148.56,5.77
-110.0,140.0,48.8117076,7.8501995,142.48,150.68,8.2
-100.0,140.0,48.8117076,7.8503359,142.68,147.22,4.55
-90.0,140.0,48.8117076,7.8504723,142.84,154.91,12.07
-80.0,140.0,48.8117076,7.8506087,142.45,147.33,4.89
-70.0,140.0,48.8117076,7.8507452,142.42,149.57,7.15
-60.0,140.0,48.8117076,7.8508816,142.42,142.42,0.0
-50.0,140.0,48.8117076,7.851018,142.36,142.36,0.0
-40.0,140.0,48.8117076,7.8511544,142.33,142.33,0.0
-30.0,140.0,48.8117076,7.8512908,142.3,142.3,0.0
-20.0,140.0,48.8117076,7.8514272,142.35,142.35,0.0
-10.0,140.0,48.8117076,7.8515636,142.39,142.39,0.0
0.0,140.0,48.8117076,7.8517,142.46,142.46,0.0
10.0,140.0,48.8117076,7.8518364,142.74,142.74,0.0
20.0,140.0,48.8117076,7.8519728,142.57,143.13,0.56
30.0,140.0,48.8117076,7.8521092,142.41,142.41,0.0
40.0,140.0,48.8117076,7.8522456,142.56,142.56,0.0
50.0,140.0,48.8117076,7.852382,142.53,142.53,0.0
60.0,140.0,48.8117076,7.8525184,142.4,142.4,0.0
70.0,140.0,48.8117076,7.8526548,142.57,142.57,0.0
80.0,140.0,48.8117076,7.8527913,142.4,143.46,1.06
90.0,140.0,48.8117076,7.8529277,142.34,142.34,0.0
100.0,140.0,48.8117076,7.8530641,142.33,156.98,14.64
110.0,140.0,48.8117076,7.8532005,142.48,142.48,0.0
120.0,140.0,48.8117076,7.8533369,142.56,153.1,10.54
130.0,140.0,48.8117076,7.8534733,142.58,142.58,0.0
140.0,140.0,48.8117076,7.8536097,142.3,142.3,0.0
150.0,140.0,48.8117076,7.8537461,142.37,142.37,0.0
160.0,140.0,48.8117076,7.8538825,142.4,142.4,0.0
170.0,140.0,48.8117076,7.8540189,142.29,142.29,0.0
180.0,140.0,48.8117076,7.8541553,142.43,142.43,0.0
190.0,140.0,48.8117076,7.8542917,142.33,142.33,0.0
200.0,140.0,48.8117076,7.8544281,142.3,142.3,0.0
210.0,140.0,48.8117076,7.8545645,142.36,142.36,0.0
220.0,140.0,48.8117076,7.854701,142.32,142.32,0.0
230.0,140.0,48.8117076,7.8548374,142.37,142.37,0.0
240.0,140.0,48.8117076,7.8549738,142.09,142.09,0.0
250.0,140.0,48.8117076,7.8551102,142.26,142.26,0.0
260.0,140.0,48.8117076,7.8552466,142.22,142.22,0.0
270.0,140.0,48.8117076,7.855383,142.27,142.27,0.0
280.0,140.0,48.8117076,7.8555194,142.21,142.21,0.0
290.0,140.0,48.8117076,7.8556558,142.32,142.32,0.0
300.0,140.0,48.8117076,7.8557922,142.23,142.23,0.0
-300.0,130.0,48.8116178,7.8476078,143.14,143.89,0.75
-290.0,130.0,48.8116178,7.8477442,143.1,143.1,0.0
-280.0,130.0,48.8116178,7.8478806,143.01,143.01,0.0
-270.0,130.0,48.8116178,7.848017,143.2,144.52,1.32
-260.0,130.0,48.8116178,7.8481534,143.02,149.54,6.53
-250.0,130.0,48.8116178,7.8482898,143.05,143.05,0.0
-240.0,130.0,48.8116178,7.8484262,143.06,146.32,3.25
-230.0,130.0,48.8116178,7.8485626,143.1,152.13,9.03
-220.0,130.0,48.8116178,7.848699,142.9,153.34,10.44
-210.0,130.0,48.8116178,7.8488355,142.85,157.01,14.16
-200.0,130.0,48.8116178,7.8489719,142.91,155.74,12.83
-190.0,130.0,48.8116178,7.8491083,142.95,142.95,0.0
-180.0,130.0,48.8116178,7.8492447,142.88,143.85,0.97
-170.0,130.0,48.8116178,7.8493811,143.05,143.05,0.0
-160.0,130.0,48.8116178,7.8495175,142.85,150.9,8.05
-150.0,130.0,48.8116178,7.8496539,142.86,155.37,12.51
-140.0,130.0,48.8116178,7.8497903,142.88,147.1,4.23
-130.0,130.0,48.8116178,7.8499267,142.79,142.79,0.0
-120.0,130.0,48.8116178,7.8500631,142.64,150.64,7.99
-110.0,130.0,48.8116178,7.8501995,142.69,146.85,4.15
-100.0,130.0,48.8116178,7.8503359,142.4,155.54,13.14
-90.0,130.0,48.8116178,7.8504723,142.76,147.19,4.43
-80.0,130.0,48.8116178,7.8506087,142.49,157.27,14.78
-70.0,130.0,48.8116178,7.8507452,142.33,155.1,12.78
-60.0,130.0,48.8116178,7.8508816,142.32,154.97,12.65
-50.0,130.0,48.8116178,7.851018,142.35,142.35,0.0
-40.0,130.0,48.8116178,7.8511544,142.3,142.3,0.0
-30.0,130.0,48.8116178,7.8512908,142.32,142.32,0.0
-20.0,130.0,48.8116178,7.8514272,142.37,142.37,0.0
-10.0,130.0,48.8116178,7.8515636,142.3,142.3,0.0
0.0,130.0,48.8116178,7.8517,142.6,142.6,0.0
10.0,130.0,48.8116178,7.8518364,142.5,151.24,8.74
20.0,130.0,48.8116178,7.8519728,142.73,144.26,1.52
30.0,130.0,48.8116178,7.8521092,142.45,142.45,0.0
40.0,130.0,48.8116178,7.8522456,142.57,142.57,0.0
50.0,130.0,48.8116178,7.852382,142.4,142.4,0.0
60.0,130.0,48.8116178,7.8525184,142.45,142.45,0.0
70.0,130.0,48.8116178,7.8526548,142.36,142.36,-0.0
80.0,130.0,48.8116178,7.8527913,142.44,142.44,0.0
90.0,130.0,48.8116178,7.8529277,142.34,150.95,8.61
100.0,130.0,48.8116178,7.8530641,142.35,155.6,13.25
110.0,130.0,48.8116178,7.8532005,142.5,149.74,7.24
120.0,130.0,48.8116178,7.8533369,142.4,142.4,0.0
130.0,130.0,48.8116178,7.8534733,142.32,142.32,0.0
140.0,130.0,48.8116178,7.8536097,142.34,142.34,0.0
150.0,130.0,48.8116178,7.8537461,142.37,142.37,0.0
160.0,130.0,48.8116178,7.8538825,142.34,142.34,0.0
170.0,130.0,48.8116178,7.8540189,142.4,142.4,0.0
180.0,130.0,48.8116178,7.8541553,142.44,142.44,0.0
190.0,130.0,48.8116178,7.8542917,142.36,142.36,0.0
200.0,130.0,48.8116178,7.8544281,142.29,142.29,0.0
210.0,130.0,48.8116178,7.8545645,142.23,142.23,0.0
220.0,130.0,48.8116178,7.854701,142.3,142.3,0.0
230.0,130.0,48.8116178,7.8548374,142.31,142.31,0.0
240.0,130.0,48.8116178,7.8549738,142.02,142.02,0.0
250.0,130.0,48.8116178,7.8551102,142.27,142.27,0.0
260.0,130.0,48.8116178,7.8552466,142.07,142.07,0.0
270.0,130.0,48.8116178,7.855383,142.18,142.18,0.0
280.0,130.0,48.8116178,7.8555194,142.11,142.11,0.0
290.0,130.0,48.8116178,7.8556558,142.25,142.27,0.02
300.0,130.0,48.8116178,7.8557922,142.16,143.75,1.59
-300.0,120.0,48.811528,7.8476078,143.42,143.42,0.0
-290.0,120.0,48.811528,7.8477442,143.27,143.27,0.0
-280.0,120.0,48.811528,7.8478806,143.11,143.11,0.0
-270.0,120.0,48.811528,7.848017,143.17,143.17,0.0
-260.0,120.0,48.811528,7.8481534,143.22,149.7,6.48
-250.0,120.0,48.811528,7.8482898,143.28,143.43,0.15
-240.0,120.0,48.811528,7.8484262,143.22,154.66,11.44
-230.0,120.0,48.811528,7.8485626,143.21,143.36,0.15
-220.0,120.0,48.811528,7.848699,143.12,155.37,12.25
-210.0,120.0,48.811528,7.8488355,143.01,155.68,12.67
-200.0,120.0,48.811528,7.8489719,143.07,143.07,-0.0
-190.0,120.0,48.811528,7.8491083,142.95,142.95,0.0
-180.0,120.0,48.811528,7.8492447,143.0,143.0,0.0
-170.0,120.0,48.811528,7.8493811,142.99,142.99,0.0
-160.0,120.0,48.811528,7.8495175,143.06,143.09,0.03
-150.0,120.0,48.811528,7.8496539,143.0,143.0,0.0
-140.0,120.0,48.811528,7.8497903,142.94,142.96,0.03
-130.0,120.0,48.811528,7.8499267,142.69,142.69,0.0
-120.0,120.0,48.811528,7.8500631,142.65,158.87,16.22
-110.0,120.0,48.811528,7.8501995,142.68,142.68,0.0
-100.0,120.0,48.811528,7.8503359,142.5,149.16,6.65
-90.0,120.0,48.811528,7.8504723,142.71,153.59,10.88
-80.0,120.0,48.811528,7.8506087,142.42,154.6,12.18
-70.0,120.0,48.811528,7.8507452,142.4,153.29,10.9
-60.0,120.0,48.811528,7.8508816,142.31,158.02,15.71
-50.0,120.0,48.811528,7.851018,142.23,142.23,0.0
-40.0,120.0,48.811528,7.8511544,142.33,142.33,0.0
-30.0,120.0,48.811528,7.8512908,142.28,142.28,0.0
-20.0,120.0,48.811528,7.8514272,142.38,142.38,0.0
-10.0,120.0,48.811528,7.8515636,142.28,142.28,0.0
0.0,120.0,48.811528,7.8517,142.55,142.79,0.24
10.0,120.0,48.811528,7.8518364,142.42,147.4,4.98
20.0,120.0,48.811528,7.8519728,142.63,142.63,0.0
30.0,120.0,48.811528,7.8521092,142.55,142.55,0.0
40.0,120.0,48.811528,7.8522456,142.47,142.47,0.0
50.0,120.0,48.811528,7.852382,142.37,142.37,0.0
60.0,120.0,48.811528,7.8525184,142.44,142.44,0.0
70.0,120.0,48.811528,7.8526548,142.53,142.53,0.0
80.0,120.0,48.811528,7.8527913,142.51,142.51,0.0
90.0,120.0,48.811528,7.8529277,142.29,142.29,0.0
100.0,120.0,48.811528,7.8530641,142.49,154.33,11.83
110.0,120.0,48.811528,7.8532005,142.39,142.39,0.0
120.0,120.0,48.811528,7.8533369,142.4,142.4,0.0
130.0,120.0,48.811528,7.8534733,142.47,142.47,0.0
140.0,120.0,48.811528,7.8536097,142.29,142.29,0.0
150.0,120.0,48.811528,7.8537461,142.47,142.47,0.0
160.0,120.0,48.811528,7.8538825,142.34,142.34,0.0
170.0,120.0,48.811528,7.8540189,142.3,142.3,0.0
180.0,120.0,48.811528,7.8541553,142.35,142.35,0.0
190.0,120.0,48.811528,7.8542917,142.27,142.27,0.0
200.0,120.0,48.811528,7.8544281,142.27,142.27,0.0
210.0,120.0,48.811528,7.8545645,142.23,142.23,0.0
220.0,120.0,48.811528,7.854701,142.33,142.33,0.0
230.0,120.0,48.811528,7.8548374,142.27,142.27,0.0
240.0,120.0,48.811528,7.8549738,142.16,142.16,0.0
250.0,120.0,48.811528,7.8551102,142.2,142.2,0.0
260.0,120.0,48.811528,7.8552466,142.18,142.18,0.0
270.0,120.0,48.811528,7.855383,142.29,142.29,0.0
280.0,120.0,48.811528,7.8555194,141.81,141.81,0.0
290.0,120.0,48.811528,7.8556558,141.76,149.4,7.64
300.0,120.0,48.811528,7.8557922,142.09,142.09,0.0
-300.0,110.0,48.8114381,7.8476078,143.35,144.12,0.77
-290.0,110.0,48.8114381,7.8477442,143.23,145.12,1.89
-280.0,110.0,48.8114381,7.8478806,143.25,144.51,1.26
-270.0,110.0,48.8114381,7.848017,143.41,143.41,0.0
-260.0,110.0,48.8114381,7.8481534,143.28,152.15,8.88
-250.0,110.0,48.8114381,7.8482898,143.3,150.49,7.19
-240.0,110.0,48.8114381,7.8484262,143.23,143.23,0.0
-230.0,110.0,48.8114381,7.8485626,143.39,143.39,0.0
-220.0,110.0,48.8114381,7.848699,143.13,143.13,0.0
-210.0,110.0,48.8114381,7.8488355,143.11,157.0,13.9
-200.0,110.0,48.8114381,7.8489719,143.19,154.79,11.6
-190.0,110.0,48.8114381,7.8491083,143.18,143.18,0.0
-180.0,110.0,48.8114381,7.8492447,142.9,154.27,11.37
-170.0,110.0,48.8114381,7.8493811,143.04,143.04,0.0
-160.0,110.0,48.8114381,7.8495175,143.09,143.08,-0.01
-150.0,110.0,48.8114381,7.8496539,143.07,143.07,0.0
-140.0,110.0,48.8114381,7.8497903,142.95,148.16,5.21
-130.0,110.0,48.8114381,7.8499267,142.82,142.82,0.0
-120.0,110.0,48.8114381,7.8500631,142.63,151.46,8.83
-110.0,110.0,48.8114381,7.8501995,142.52,157.42,14.9
-100.0,110.0,48.8114381,7.8503359,142.5,142.5,0.0
-90.0,110.0,48.8114381,7.8504723,142.8,142.8,0.0
-80.0,110.0,48.8114381,7.8506087,142.44,159.25,16.81
-70.0,110.0,48.8114381,7.8507452,142.35,156.86,14.5
-60.0,110.0,48.8114381,7.8508816,142.37,156.87,14.5
-50.0,110.0,48.8114381,7.851018,142.3,142.3,0.0
-40.0,110.0,48.8114381,7.8511544,142.32,142.32,0.0
-30.0,110.0,48.8114381,7.8512908,142.36,142.36,0.0
-20.0,110.0,48.8114381,7.8514272,142.35,142.35,0.0
-10.0,110.0,48.8114381,7.8515636,142.31,142.31,0.0
0.0,110.0,48.8114381,7.8517,142.28,142.28,0.0
10.0,110.0,48.8114381,7.8518364,142.36,145.48,3.11
20.0,110.0,48.8114381,7.8519728,142.58,142.58,0.0
30.0,110.0,48.8114381,7.8521092,142.46,142.46,0.0
40.0,110.0,48.8114381,7.8522456,142.35,143.22,0.86
50.0,110.0,48.8114381,7.852382,142.43,147.98,5.55
60.0,110.0,48.8114381,7.8525184,142.54,142.54,0.0
70.0,110.0,48.8114381,7.8526548,142.41,144.47,2.06
80.0,110.0,48.8114381,7.8527913,142.53,142.53,0.0
90.0,110.0,48.8114381,7.8529277,142.54,142.54,0.0
100.0,110.0,48.8114381,7.8530641,142.58,150.65,8.07
110.0,110.0,48.8114381,7.8532005,142.34,148.42,6.08
120.0,110.0,48.8114381,7.8533369,142.28,142.28,0.0
130.0,110.0,48.8114381,7.8534733,142.24,142.24,0.0
140.0,110.0,48.8114381,7.8536097,142.32,142.32,0.0
150.0,110.0,48.8114381,7.8537461,142.36,142.36,0.0
160.0,110.0,48.8114381,7.8538825,142.27,142.27,0.0
170.0,110.0,48.8114381,7.8540189,142.24,142.24,0.0
180.0,110.0,48.8114381,7.8541553,142.31,142.31,0.0
190.0,110.0,48.8114381,7.8542917,142.22,142.22,0.0
200.0,110.0,48.8114381,7.8544281,142.25,142.25,0.0
210.0,110.0,48.8114381,7.8545645,142.14,142.14,0.0
220.0,110.0,48.8114381,7.854701,142.13,142.13,0.0
230.0,110.0,48.8114381,7.8548374,142.23,142.23,0.0
240.0,110.0,48.8114381,7.8549738,142.26,142.26,0.0
250.0,110.0,48.8114381,7.8551102,141.8,141.8,0.0
260.0,110.0,48.8114381,7.8552466,141.95,141.95,0.0
270.0,110.0,48.8114381,7.855383,142.14,142.84,0.7
280.0,110.0,48.8114381,7.8555194,142.13,142.13,0.0
290.0,110.0,48.8114381,7.8556558,142.05,142.05,0.0
300.0,110.0,48.8114381,7.8557922,142.06,142.06,0.0
-300.0,100.0,48.8113483,7.8476078,143.64,143.64,0.0
-290.0,100.0,48.8113483,7.8477442,143.38,147.21,3.83
-280.0,100.0,48.8113483,7.8478806,143.38,150.35,6.98
-270.0,100.0,48.8113483,7.848017,143.35,153.53,10.18
-260.0,100.0,48.8113483,7.8481534,143.28,143.8,0.52
-250.0,100.0,48.8113483,7.8482898,143.28,151.92,8.64
-240.0,100.0,48.8113483,7.8484262,143.31,153.44,10.12
-230.0,100.0,48.8113483,7.8485626,143.15,146.53,3.38
-220.0,100.0,48.8113483,7.848699,143.19,151.28,8.09
-210.0,100.0,48.8113483,7.8488355,143.22,153.65,10.43
-200.0,100.0,48.8113483,7.8489719,143.19,155.98,12.79
-190.0,100.0,48.8113483,7.8491083,142.88,153.77,10.9
-180.0,100.0,48.8113483,7.8492447,142.91,151.57,8.66
-170.0,100.0,48.8113483,7.8493811,143.0,153.29,10.29
-160.0,100.0,48.8113483,7.8495175,142.99,153.29,10.31
-150.0,100.0,48.8113483,7.8496539,143.02,151.09,8.07
-140.0,100.0,48.8113483,7.8497903,143.0,143.0,0.0
-130.0,100.0,48.8113483,7.8499267,142.76,142.76,0.0
-120.0,100.0,48.8113483,7.8500631,142.82,150.21,7.39
-110.0,100.0,48.8113483,7.8501995,142.57,156.97,14.4
-100.0,100.0,48.8113483,7.8503359,142.67,143.38,0.71
-90.0,100.0,48.8113483,7.8504723,142.88,147.77,4.89
-80.0,100.0,48.8113483,7.8506087,142.45,148.71,6.26
-70.0,100.0,48.8113483,7.8507452,142.5,157.31,14.82
-60.0,100.0,48.8113483,7.8508816,142.45,155.98,13.54
-50.0,100.0,48.8113483,7.851018,142.39,154.18,11.79
-40.0,100.0,48.8113483,7.8511544,142.36,142.36,0.0
-30.0,100.0,48.8113483,7.8512908,142.32,142.32,0.0
-20.0,100.0,48.8113483,7.8514272,142.27,142.27,0.0
-10.0,100.0,48.8113483,7.8515636,142.32,142.32,0.0
0.0,100.0,48.8113483,7.8517,142.25,142.25,0.0
10.0,100.0,48.8113483,7.8518364,142.39,145.7,3.31
20.0,100.0,48.8113483,7.8519728,142.46,149.14,6.68
30.0,100.0,48.8113483,7.8521092,142.45,142.45,0.0
40.0,100.0,48.8113483,7.8522456,142.37,142.37,0.0
50.0,100.0,48.8113483,7.852382,142.32,153.1,10.78
60.0,100.0,48.8113483,7.8525184,142.47,151.01,8.54
70.0,100.0,48.8113483,7.8526548,142.41,150.78,8.37
80.0,100.0,48.8113483,7.8527913,142.28,146.8,4.52
90.0,100.0,48.8113483,7.8529277,142.5,146.24,3.74
100.0,100.0,48.8113483,7.8530641,142.34,155.39,13.06
110.0,100.0,48.8113483,7.8532005,142.25,142.25,0.0
120.0,100.0,48.8113483,7.8533369,142.22,142.22,0.0
130.0,100.0,48.8113483,7.8534733,142.29,142.29,0.0
140.0,100.0,48.8113483,7.8536097,142.23,142.23,0.0
150.0,100.0,48.8113483,7.8537461,142.38,142.38,0.0
160.0,100.0,48.8113483,7.8538825,142.31,142.31,0.0
170.0,100.0,48.8113483,7.8540189,142.31,142.31,0.0
180.0,100.0,48.8113483,7.8541553,142.12,142.12,0.0
190.0,100.0,48.8113483,7.8542917,142.32,142.32,0.0
200.0,100.0,48.8113483,7.8544281,142.23,142.23,0.0
210.0,100.0,48.8113483,7.8545645,142.2,142.2,0.0
220.0,100.0,48.8113483,7.854701,141.88,141.88,0.0
230.0,100.0,48.8113483,7.8548374,142.08,142.08,0.0
240.0,100.0,48.8113483,7.8549738,142.29,142.29,0.0
250.0,100.0,48.8113483,7.8551102,142.2,142.2,0.0
260.0,100.0,48.8113483,7.8552466,142.2,142.2,0.0
270.0,100.0,48.8113483,7.855383,142.22,142.22,0.0
280.0,100.0,48.8113483,7.8555194,142.09,142.09,0.0
290.0,100.0,48.8113483,7.8556558,142.06,142.06,0.0
300.0,100.0,48.8113483,7.8557922,142.11,142.11,0.0
-300.0,90.0,48.8112585,7.8476078,143.38,143.38,0.0
-290.0,90.0,48.8112585,7.8477442,143.39,152.72,9.33
-280.0,90.0,48.8112585,7.8478806,143.35,153.29,9.94
-270.0,90.0,48.8112585,7.848017,143.31,143.31,0.0
-260.0,90.0,48.8112585,7.8481534,143.51,152.66,9.15
-250.0,90.0,48.8112585,7.8482898,143.32,143.81,0.49
-240.0,90.0,48.8112585,7.8484262,143.24,143.24,0.0
-230.0,90.0,48.8112585,7.8485626,143.22,151.57,8.35
-220.0,90.0,48.8112585,7.848699,143.13,151.55,8.42
-210.0,90.0,48.8112585,7.8488355,143.21,151.49,8.28
-200.0,90.0,48.8112585,7.8489719,143.18,155.7,12.53
-190.0,90.0,48.8112585,7.8491083,144.07,144.07,0.0
-180.0,90.0,48.8112585,7.8492447,142.96,144.12,1.17
-170.0,90.0,48.8112585,7.8493811,143.12,156.39,13.27
-160.0,90.0,48.8112585,7.8495175,143.04,143.04,0.0
-150.0,90.0,48.8112585,7.8496539,143.17,152.34,9.18
-140.0,90.0,48.8112585,7.8497903,143.08,143.08,0.0
-130.0,90.0,48.8112585,7.8499267,142.88,154.54,11.66
-120.0,90.0,48.8112585,7.8500631,142.84,149.17,6.33
-110.0,90.0,48.8112585,7.8501995,142.75,158.5,15.74
-100.0,90.0,48.8112585,7.8503359,142.66,156.73,14.07
-90.0,90.0,48.8112585,7.8504723,142.83,143.13,0.3
-80.0,90.0,48.8112585,7.8506087,142.54,156.91,14.37
-70.0,90.0,48.8112585,7.8507452,142.47,154.16,11.7
-60.0,90.0,48.8112585,7.8508816,142.45,142.45,0.0
-50.0,90.0,48.8112585,7.851018,142.44,142.44,0.0
-40.0,90.0,48.8112585,7.8511544,142.34,142.34,0.0
-30.0,90.0,48.8112585,7.8512908,142.26,142.26,0.0
-20.0,90.0,48.8112585,7.8514272,142.24,142.24,0.0
-10.0,90.0,48.8112585,7.8515636,142.23,142.23,0.0
0.0,90.0,48.8112585,7.8517,142.23,142.23,0.0
10.0,90.0,48.8112585,7.8518364,142.35,148.73,6.38
20.0,90.0,48.8112585,7.8519728,142.45,145.33,2.88
30.0,90.0,48.8112585,7.8521092,142.39,154.18,11.78
40.0,90.0,48.8112585,7.8522456,142.43,142.99,0.56
50.0,90.0,48.8112585,7.852382,142.36,144.21,1.85
60.0,90.0,48.8112585,7.8525184,142.31,144.62,2.31
70.0,90.0,48.8112585,7.8526548,142.33,151.89,9.56
